prediction_date,match_id,match_date,match_number,league,home,away,odds_home,odds_draw,odds_away,home_goals,away_goals,actual_result,actual_result_label,source_type,imported_at
2026-05-15,2039741,2026-05-15,周五001,澳大利亚超级联赛,阿德莱德联,奥克兰FC,2.11,3.0,3.1,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039742,2026-05-16,周五002,沙特职业联赛,达马克,迈季迈阿宽广,1.74,3.05,4.4,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039743,2026-05-16,周五003,沙特职业联赛,布赖代合作,利雅得,1.46,4.1,5.0,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039744,2026-05-16,周五004,法国甲级联赛,圣埃蒂安,罗德兹,1.65,3.37,4.42,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039745,2026-05-16,周五005,英格兰超级联赛,阿斯顿维拉,利物浦,2.85,3.01,2.24,4,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039752,2026-05-16,周六001,日本职业联赛,水户蜀葵,东京绿茵,2.2,2.75,3.22,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039753,2026-05-16,周六002,日本职业联赛,浦和红钻,东京FC,2.86,2.8,2.37,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039754,2026-05-16,周六003,韩国职业联赛,大田市民,首尔FC,2.92,3.15,2.13,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039755,2026-05-16,周六004,日本职业联赛,横滨水手,柏太阳神,2.9,3.2,2.12,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039756,2026-05-16,周六005,澳大利亚超级联赛,纽卡斯尔喷气机,悉尼FC,2.08,3.33,2.87,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039757,2026-05-16,周六006,韩国职业联赛,仁川联,光州FC,1.42,3.55,6.95,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039758,2026-05-16,周六007,芬兰超级联赛,赫尔辛基,坦佩雷山猫,1.54,3.85,4.55,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039759,2026-05-16,周六008,挪威超级联赛,布兰,奥斯陆KFUM,1.41,4.4,5.2,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039760,2026-05-16,周六009,瑞典超级联赛,哈尔姆斯塔德,埃尔夫斯堡,3.85,3.2,1.8,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039761,2026-05-16,周六010,瑞典超级联赛,哥德堡盖斯,代格福什,1.55,3.6,4.85,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039762,2026-05-16,周六011,德国甲级联赛,勒沃库森,汉堡,1.16,6.7,8.5,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039764,2026-05-16,周六013,德国甲级联赛,海登海姆,美因茨,1.74,4.05,3.25,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039765,2026-05-16,周六014,德国甲级联赛,圣保利,沃尔夫斯堡,2.46,3.52,2.28,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039766,2026-05-16,周六015,德国甲级联赛,柏林联合,奥格斯堡,2.5,3.52,2.25,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039767,2026-05-16,周六016,德国甲级联赛,法兰克福,斯图加特,3.32,4.3,1.68,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039768,2026-05-16,周六017,德国甲级联赛,云达不来梅,多特蒙德,3.06,4.0,1.81,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039769,2026-05-16,周六018,德国甲级联赛,门兴格拉德巴赫,霍芬海姆,4.3,4.55,1.48,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039770,2026-05-16,周六019,德国甲级联赛,弗赖堡,莱比锡红牛,2.22,3.8,2.41,4,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-16,2039771,2026-05-16,周六020,英格兰足总杯,切尔西,曼彻斯特城,4.25,3.72,1.6,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039772,2026-05-17,周六021,挪威超级联赛,博德闪耀,特罗姆瑟,1.29,4.9,6.7,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039773,2026-05-17,周六022,芬兰超级联赛,赫尔辛基火花,雅罗,2.15,2.85,3.19,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039774,2026-05-17,周六023,芬兰超级联赛,AC奥卢,TPS图尔库,1.51,3.65,5.2,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039775,2026-05-17,周六024,葡萄牙超级联赛,布拉加,阿马多拉,1.57,3.7,4.5,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039776,2026-05-17,周六025,亚洲冠军乙级联赛,利雅得胜利,大阪钢巴,1.3,4.5,7.25,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039777,2026-05-17,周六026,沙特职业联赛,吉达国民,拉斯永恒,1.15,6.1,10.5,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039779,2026-05-17,周六028,葡萄牙超级联赛,埃斯托里尔,本菲卡,9.5,5.7,1.18,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039780,2026-05-17,周六029,美国职业大联盟,纽约红牛,纽约城,2.55,3.46,2.23,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039781,2026-05-17,周六030,美国职业大联盟,新英格兰革命,明尼苏达联,2.16,3.2,2.83,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039782,2026-05-17,周日001,日本职业联赛,大阪樱花,名古屋鲸八,2.37,3.25,2.5,6,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039783,2026-05-17,周日002,韩国职业联赛,全北现代,金泉尚武,1.58,3.6,4.58,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039784,2026-05-17,周日003,日本职业联赛,川崎前锋,町田泽维亚,3.1,3.05,2.09,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039785,2026-05-17,周日004,韩国职业联赛,富川FC,浦项制铁,3.79,2.8,1.97,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039786,2026-05-17,周日005,意大利甲级联赛,热那亚,AC米兰,5.3,3.55,1.52,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039787,2026-05-17,周日006,意大利甲级联赛,尤文图斯,佛罗伦萨,1.18,5.5,10.0,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039788,2026-05-17,周日007,意大利甲级联赛,罗马,拉齐奥,1.38,4.1,6.2,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039789,2026-05-17,周日008,意大利甲级联赛,科莫,帕尔马,1.13,6.1,12.75,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039790,2026-05-17,周日009,英格兰超级联赛,曼彻斯特联,诺丁汉森林,1.41,4.35,5.25,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039791,2026-05-17,周日010,瑞典超级联赛,哈马比,马尔默,1.3,4.85,6.5,4,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039792,2026-05-17,周日011,荷兰甲级联赛,福伦丹,特尔斯达,2.45,3.2,2.45,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039793,2026-05-17,周日012,荷兰甲级联赛,海伦芬,阿贾克斯,3.12,4.05,1.78,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039794,2026-05-17,周日013,德国乙级联赛,达姆施塔特,帕德博恩,3.2,3.75,1.82,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039795,2026-05-17,周日014,英格兰超级联赛,狼队,富勒姆,3.66,3.55,1.74,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039796,2026-05-17,周日015,英格兰超级联赛,埃弗顿,桑德兰,1.7,3.28,4.25,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-17,2039797,2026-05-17,周日016,英格兰超级联赛,布伦特福德,水晶宫,1.56,3.8,4.45,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039798,2026-05-18,周日017,意大利甲级联赛,亚特兰大,博洛尼亚,1.63,3.5,4.35,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039799,2026-05-18,周日018,英格兰超级联赛,纽卡斯尔联,西汉姆联,2.08,3.55,2.73,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039800,2026-05-18,周日019,西班牙甲级联赛,奥萨苏纳,西班牙人,2.08,2.55,3.9,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039801,2026-05-18,周日020,西班牙甲级联赛,毕尔巴鄂竞技,维戈塞尔塔,2.05,2.95,3.3,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039802,2026-05-18,周日021,西班牙甲级联赛,皇家奥维耶多,阿拉维斯,3.85,3.35,1.75,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039803,2026-05-18,周日022,西班牙甲级联赛,马德里竞技,赫罗纳,1.55,3.8,4.52,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039804,2026-05-18,周日023,西班牙甲级联赛,莱万特,马洛卡,1.86,3.3,3.46,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039805,2026-05-18,周日024,西班牙甲级联赛,巴列卡诺,比利亚雷亚尔,1.95,3.35,3.14,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039806,2026-05-18,周日025,西班牙甲级联赛,埃尔切,赫塔费,2.12,2.75,3.4,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039807,2026-05-18,周日026,西班牙甲级联赛,塞维利亚,皇家马德里,3.3,3.4,1.88,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039808,2026-05-18,周日027,西班牙甲级联赛,皇家社会,巴伦西亚,2.08,2.98,3.2,3,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039809,2026-05-18,周日028,意大利甲级联赛,萨索洛,莱切,2.54,2.9,2.57,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039810,2026-05-18,周日029,意大利甲级联赛,乌迪内斯,克雷莫纳,2.25,3.1,2.76,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039811,2026-05-18,周日030,法国甲级联赛,里昂,朗斯,1.5,4.35,4.3,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039812,2026-05-18,周日031,法国甲级联赛,里尔,欧塞尔,1.26,4.9,7.6,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039813,2026-05-18,周日032,法国甲级联赛,马赛,雷恩,1.85,3.85,3.05,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039814,2026-05-18,周日033,西班牙甲级联赛,巴塞罗那,皇家贝蒂斯,1.22,5.7,7.5,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039815,2026-05-18,周日034,美国职业大联盟,纳什维尔,洛杉矶FC,2.05,3.3,2.95,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-18,2039816,2026-05-18,周一001,芬兰超级联赛,拉赫蒂,瓦萨,2.3,2.86,2.9,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-19,2039817,2026-05-19,周一002,瑞典超级联赛,佐加顿斯,天狼星,2.06,3.42,2.84,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-19,2039818,2026-05-19,周一003,瑞典超级联赛,厄尔格里特,IFK哥德堡,3.9,3.6,1.68,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-20,2039843,2026-05-20,周二001,英格兰超级联赛,伯恩茅斯,曼彻斯特城,4.55,4.12,1.5,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-20,2039844,2026-05-20,周二002,英格兰超级联赛,切尔西,托特纳姆热刺,1.89,3.15,3.55,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-20,2039845,2026-05-20,周二003,南美解放者杯,弗鲁米嫩塞,玻利瓦尔,1.16,6.0,10.0,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-20,2039847,2026-05-20,周二005,南美解放者杯,时刻准备,米拉索尔,5.93,4.05,1.4,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-20,2039848,2026-05-20,周三001,芬兰超级联赛,坦佩雷山猫,国际图尔库,3.32,3.2,1.94,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039849,2026-05-21,周三002,挪威超级联赛,斯达,博德闪耀,10.0,6.25,1.15,1,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039850,2026-05-21,周三003,芬兰超级联赛,库奥皮奥,雅罗,1.3,4.4,7.5,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039851,2026-05-21,周三004,瑞典超级联赛,哥德堡盖斯,哈马比,3.3,2.95,2.05,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039852,2026-05-21,周三005,挪威超级联赛,利勒斯特罗姆,克里斯蒂安松,1.29,4.95,6.58,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039853,2026-05-21,周三006,沙特职业联赛,赛哈特海湾,吉达国民,5.75,4.8,1.34,1,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039854,2026-05-21,周三007,挪威超级联赛,奥勒松,布兰,3.59,3.8,1.7,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039855,2026-05-21,周三008,欧罗巴联赛,弗赖堡,阿斯顿维拉,5.2,3.65,1.51,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039856,2026-05-21,周三009,南美解放者杯,弗拉门戈,拉普拉塔大学生,1.32,4.0,8.2,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039857,2026-05-21,周三010,南美解放者杯,帕尔梅拉斯,波特诺山丘,1.17,5.2,12.5,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039867,2026-05-21,周三011,荷兰乙级联赛,威廉二世,福伦丹,1.93,3.4,3.15,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-21,2039871,2026-05-21,周三012,葡萄牙超级联赛,托林斯,卡萨皮亚,2.5,2.7,2.8,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-22,2039858,2026-05-22,周四001,瑞典超级联赛,埃尔夫斯堡,米亚尔比,2.53,2.8,2.65,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-22,2039860,2026-05-22,周四003,沙特职业联赛,吉达联合,胡巴尔卡德西亚,2.76,3.1,2.25,1,5,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-22,2039862,2026-05-22,周四005,南美解放者杯,佩纳罗尔,科林蒂安,2.72,2.6,2.65,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-22,2039868,2026-05-22,周四006,荷兰甲级联赛,阿贾克斯,格罗宁根,1.64,3.78,3.92,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-22,2039869,2026-05-22,周四007,德国甲级联赛,沃尔夫斯堡,帕德博恩,1.52,3.75,4.9,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-22,2039870,2026-05-22,周四008,荷兰甲级联赛,乌德勒支,海伦芬,1.71,3.6,3.75,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-22,2039881,2026-05-22,周五001,日本职业联赛,町田泽维亚,浦和红钻,2.14,2.72,3.4,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039882,2026-05-23,周五002,芬兰超级联赛,瓦萨,赫尔辛基,3.53,3.02,1.94,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039883,2026-05-23,周五003,瑞典超级联赛,佐加顿斯,布鲁马波卡纳,1.3,4.85,6.5,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039884,2026-05-23,周五005,意大利甲级联赛,佛罗伦萨,亚特兰大,2.6,2.97,2.45,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039885,2026-05-23,周五006,法国杯,朗斯,尼斯,1.43,3.92,5.7,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039886,2026-05-23,周五004,德国乙级联赛,埃森,菲尔特,2.78,3.24,2.17,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039895,2026-05-23,周六001,日本职业联赛,广岛三箭,名古屋鲸八,1.73,3.62,3.63,4,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039896,2026-05-23,周六002,澳大利亚超级联赛,奥克兰FC,悉尼FC,2.33,2.68,3.06,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039897,2026-05-23,周六003,日本职业联赛,柏太阳神,千叶市原,1.47,3.65,5.75,4,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039898,2026-05-23,周六004,日本职业联赛,京都不死鸟,长崎航海,2.04,3.25,3.02,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039899,2026-05-23,周六005,芬兰超级联赛,国际图尔库,TPS图尔库,1.38,4.1,6.25,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039900,2026-05-23,周六006,瑞典超级联赛,哈尔姆斯塔德,厄尔格里特,1.92,3.1,3.5,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039901,2026-05-23,周六007,瑞典超级联赛,卡尔马,代格福什,1.78,3.15,4.0,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039902,2026-05-23,周六008,芬兰超级联赛,坦佩雷山猫,赫尔辛基火花,1.93,3.4,3.15,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039903,2026-05-23,周六009,芬兰超级联赛,塞伊奈约基,AC奥卢,2.32,3.2,2.6,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039904,2026-05-23,周六010,芬兰超级联赛,库奥皮奥,拉赫蒂,1.39,4.05,6.15,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039905,2026-05-23,周六011,芬兰超级联赛,雅罗,玛丽港,1.8,3.28,3.72,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039906,2026-05-23,周六012,英格兰冠军联赛,赫尔城,米德尔斯堡,4.15,3.15,1.75,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-23,2039909,2026-05-23,周六015,荷兰乙级联赛,福伦丹,威廉二世,2.08,3.4,2.82,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039907,2026-05-24,周六013,意大利甲级联赛,博洛尼亚,国际米兰,2.95,3.5,1.98,3,3,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039908,2026-05-24,周六014,德国杯,拜仁慕尼黑,斯图加特,1.25,5.5,6.8,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039910,2026-05-24,周六016,意大利甲级联赛,拉齐奥,比萨,1.56,3.7,4.6,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039911,2026-05-24,周六017,西班牙甲级联赛,赫罗纳,埃尔切,1.65,3.65,4.02,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039912,2026-05-24,周六018,西班牙甲级联赛,马洛卡,皇家奥维耶多,1.3,4.5,7.25,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039913,2026-05-24,周六019,西班牙甲级联赛,西班牙人,皇家社会,2.1,2.86,3.3,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039914,2026-05-24,周六020,西班牙甲级联赛,皇家马德里,毕尔巴鄂竞技,1.31,4.8,6.35,4,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039915,2026-05-24,周六021,西班牙甲级联赛,赫塔费,奥萨苏纳,2.43,2.5,3.15,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039916,2026-05-24,周六022,西班牙甲级联赛,维戈塞尔塔,塞维利亚,1.72,3.2,4.25,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039917,2026-05-24,周六023,西班牙甲级联赛,阿拉维斯,巴列卡诺,2.32,2.75,3.0,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039918,2026-05-24,周六024,西班牙甲级联赛,巴伦西亚,巴塞罗那,3.35,3.85,1.75,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039919,2026-05-24,周六025,西班牙甲级联赛,皇家贝蒂斯,莱万特,2.23,3.05,2.83,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039920,2026-05-24,周六026,美国职业大联盟,明尼苏达联,皇家盐湖城,1.98,3.5,2.95,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039921,2026-05-24,周六027,美国职业大联盟,夏洛特FC,新英格兰革命,1.76,3.55,3.58,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039922,2026-05-24,周六028,美国职业大联盟,华盛顿联,蒙特利尔CF,1.81,3.35,3.6,4,4,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039923,2026-05-24,周六029,美国职业大联盟,纳什维尔,纽约城,1.57,3.7,4.5,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039924,2026-05-24,周六030,美国职业大联盟,波特兰伐木工,圣何塞地震,2.16,3.7,2.53,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039925,2026-05-24,周日001,日本职业联赛,水户蜀葵,川崎前锋,3.0,3.1,2.11,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039926,2026-05-24,周日002,日本职业联赛,清水鼓动,大阪钢巴,2.65,2.78,2.55,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039927,2026-05-24,周日003,英格兰甲级联赛,博尔顿,斯托克港,2.52,2.75,2.71,4,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039928,2026-05-24,周日004,瑞典超级联赛,哈马比,AIK索尔纳,1.3,4.7,6.8,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039929,2026-05-24,周日005,瑞典超级联赛,天狼星,哥德堡盖斯,1.56,3.85,4.4,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039930,2026-05-24,周日006,意大利甲级联赛,帕尔马,萨索洛,2.92,2.92,2.25,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039931,2026-05-24,周日007,挪威超级联赛,博德闪耀,布兰,1.19,6.0,8.2,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039932,2026-05-24,周日008,瑞典超级联赛,马尔默,韦斯特罗斯,1.58,3.75,4.35,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039933,2026-05-24,周日009,英格兰超级联赛,富勒姆,纽卡斯尔联,2.47,3.35,2.35,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039934,2026-05-24,周日010,英格兰超级联赛,利物浦,布伦特福德,1.62,3.85,3.96,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039935,2026-05-24,周日011,英格兰超级联赛,曼彻斯特城,阿斯顿维拉,1.3,4.85,6.5,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039936,2026-05-24,周日012,英格兰超级联赛,桑德兰,切尔西,3.45,3.45,1.82,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039937,2026-05-24,周日013,英格兰超级联赛,伯恩利,狼队,2.31,3.0,2.75,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039938,2026-05-24,周日014,英格兰超级联赛,水晶宫,阿森纳,3.82,3.2,1.8,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039939,2026-05-24,周日015,英格兰超级联赛,西汉姆联,利兹联,1.51,4.05,4.55,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039940,2026-05-24,周日016,英格兰超级联赛,托特纳姆热刺,埃弗顿,1.69,3.4,4.1,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039941,2026-05-24,周日017,英格兰超级联赛,诺丁汉森林,伯恩茅斯,3.55,3.55,1.77,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-24,2039970,2026-05-24,周日028,荷兰甲级联赛,阿贾克斯,乌德勒支,2.0,3.3,3.08,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039942,2026-05-25,周日018,意大利甲级联赛,那不勒斯,乌迪内斯,1.33,4.3,6.9,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039943,2026-05-25,周日019,挪威超级联赛,克里斯蒂安松,维京,5.55,4.8,1.35,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039944,2026-05-25,周日020,意大利甲级联赛,莱切,热那亚,1.66,3.3,4.46,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039945,2026-05-25,周日021,意大利甲级联赛,维罗纳,罗马,9.5,4.9,1.22,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039946,2026-05-25,周日022,意大利甲级联赛,都灵,尤文图斯,6.3,4.25,1.36,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039947,2026-05-25,周日023,意大利甲级联赛,克雷莫纳,科莫,5.6,4.65,1.36,1,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039948,2026-05-25,周日024,意大利甲级联赛,AC米兰,卡利亚里,1.15,5.7,11.8,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039949,2026-05-25,周日025,西班牙甲级联赛,比利亚雷亚尔,马德里竞技,2.37,3.2,2.53,5,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039950,2026-05-25,周日026,美国职业大联盟,迈阿密国际,费城联合,1.27,5.3,6.5,6,4,0,胜,official_result_market_odds,2026-08-11T21:44:29
2026-05-25,2039951,2026-05-25,周日027,美国职业大联盟,洛杉矶FC,西雅图海湾人,1.74,3.6,3.62,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
