Date,Home,Away,SourceHome,SourceAway,HG,AG,HTHG,HTAG,MatchScore
2023-05-21,Sirius,Halmstad,IK Sirius,Halmstads BK,1,2,1,1,0.849624060150376
2023-05-21,Malmo FF,Hacken,Malmö FF,BK Häcken,2,2,0,0,0.9285714285714286
2023-05-21,Goteborg,Hammarby,IFK Göteborg,Hammarby IF,1,1,0,1,0.8654970760233918
2023-05-21,Djurgarden,Mjallby,Djurgården,Mjällby AIF,2,0,0,0,0.9117647058823529
2023-05-21,Brommapojkarna,Varberg,IF Brommapojkarna,Varbergs BoIS FC,2,1,2,0,0.8
2023-05-20,Degerfors,AIK,Degerfors IF,AIK,2,1,1,1,0.95
2023-05-14,Mjallby,Sirius,Mjällby AIF,IK Sirius,3,0,3,0,0.8403361344537814
2023-05-14,Kalmar,Brommapojkarna,Kalmar FF,IF Brommapojkarna,1,3,1,1,0.8952380952380952
2023-05-14,Hammarby,Djurgarden,Hammarby IF,Djurgården,4,3,2,0,0.9444444444444444
2023-05-14,Halmstad,Malmo FF,Halmstads BK,Malmö FF,0,1,0,0,0.9210526315789473
2023-05-14,Elfsborg,Varnamo,IF Elfsborg,IFK Värnamo,2,0,0,0,0.8562091503267973
2023-05-13,Varberg,Norrkoping,Varbergs BoIS FC,IFK Norrköping,1,3,1,0,0.7681159420289855
2023-05-13,Hacken,Degerfors,BK Häcken,Degerfors IF,6,1,4,1,0.8785714285714286
2023-05-07,Malmo FF,AIK,Malmö FF,AIK,3,1,3,1,1.0
2023-05-07,Halmstad,Hacken,Halmstads BK,BK Häcken,1,0,1,0,0.849624060150376
2023-05-01,Goteborg,Norrkoping,IFK Göteborg,IFK Norrköping,1,1,1,1,0.8558352402745995
2023-04-30,Varberg,Kalmar,Varbergs BoIS FC,Kalmar FF,0,0,0,0,0.7619047619047619
2023-04-30,Malmo FF,Hammarby,Malmö FF,Hammarby IF,4,2,3,0,0.9444444444444444
2023-04-30,Degerfors,Djurgarden,Degerfors IF,Djurgården,2,1,1,1,0.95
2023-04-29,Mjallby,Elfsborg,Mjällby AIF,IF Elfsborg,0,1,0,0,0.8562091503267973
2023-04-29,Halmstad,Brommapojkarna,Halmstads BK,IF Brommapojkarna,0,2,0,1,0.887719298245614
2023-04-29,Hacken,Varnamo,BK Häcken,IFK Värnamo,3,1,2,0,0.8403361344537814
2023-04-29,AIK,Sirius,AIK,IK Sirius,0,0,0,0,0.9285714285714286
2023-04-23,Sirius,Hacken,IK Sirius,BK Häcken,1,4,0,1,0.8571428571428571
2023-04-23,Kalmar,Halmstad,Kalmar FF,Halmstads BK,2,0,1,0,0.849624060150376
2023-04-23,Djurgarden,Goteborg,Djurgården,IFK Göteborg,1,0,1,0,0.9210526315789473
2023-04-22,Hammarby,Varberg,Hammarby IF,Varbergs BoIS FC,2,0,1,0,0.7777777777777777
2023-04-22,Degerfors,Elfsborg,Degerfors IF,IF Elfsborg,1,2,1,1,0.8944444444444444
2023-04-16,Norrkoping,Varnamo,IFK Norrköping,IFK Värnamo,2,1,1,1,0.8465473145780051
2023-04-16,Mjallby,Degerfors,Mjällby AIF,Degerfors IF,2,0,1,0,0.861764705882353
2023-04-16,Halmstad,Djurgarden,Halmstads BK,Djurgården,2,0,1,0,0.9210526315789473
2023-04-16,AIK,Hammarby,AIK,Hammarby IF,2,0,1,0,0.9444444444444444
2023-04-15,Hacken,Kalmar,BK Häcken,Kalmar FF,1,3,0,2,0.8571428571428571
2023-04-15,Elfsborg,Brommapojkarna,IF Elfsborg,IF Brommapojkarna,5,0,2,0,0.9111111111111111
2023-04-10,Varnamo,Mjallby,IFK Värnamo,Mjällby AIF,0,1,0,1,0.8235294117647058
2023-04-10,Varberg,Elfsborg,Varbergs BoIS FC,IF Elfsborg,0,0,0,0,0.7777777777777777
2023-04-10,AIK,Norrkoping,AIK,IFK Norrköping,0,3,0,2,0.9347826086956521
2023-04-09,Sirius,Djurgarden,IK Sirius,Djurgården,0,0,0,0,0.9285714285714286
2023-04-09,Kalmar,Goteborg,Kalmar FF,IFK Göteborg,2,0,1,0,0.849624060150376
2023-04-09,Hacken,Hammarby,BK Häcken,Hammarby IF,3,1,3,0,0.873015873015873
2023-04-08,Degerfors,Halmstad,Degerfors IF,Halmstads BK,3,1,1,1,0.8710526315789473
2023-04-08,Brommapojkarna,Malmo FF,IF Brommapojkarna,Malmö FF,1,2,1,0,0.9666666666666667
2023-04-02,Norrkoping,Sirius,IFK Norrköping,IK Sirius,1,1,0,1,0.8633540372670807
2023-04-02,Hammarby,Degerfors,Hammarby IF,Degerfors IF,3,1,1,1,0.8944444444444444
2023-04-02,Halmstad,AIK,Halmstads BK,AIK,2,1,1,0,0.9210526315789473
2023-04-02,Goteborg,Varnamo,IFK Göteborg,IFK Värnamo,0,1,0,0,0.8328173374613003
2023-04-01,Malmo FF,Kalmar,Malmö FF,Kalmar FF,1,0,0,0,0.9285714285714286
2023-04-01,Djurgarden,Brommapojkarna,Djurgården,IF Brommapojkarna,3,1,2,0,0.9666666666666667
2022-11-06,Varnamo,Goteborg,IFK Värnamo,IFK Göteborg,1,4,0,1,0.8328173374613003
2022-11-06,Sirius,Varberg,IK Sirius,Varbergs BoIS FC,2,3,0,3,0.7619047619047619
2022-11-06,Malmo FF,Degerfors,Malmö FF,Degerfors IF,2,2,1,1,0.95
2022-11-06,Kalmar,Sundsvall,Kalmar FF,GIF Sundsvall,4,0,1,0,0.8571428571428571
2022-11-06,Helsingborg,Hammarby,Helsingborg,Hammarby IF,0,2,0,0,0.9444444444444444
2022-11-06,Hacken,Norrkoping,BK Häcken,IFK Norrköping,3,3,2,2,0.8633540372670807
2022-11-06,Djurgarden,Mjallby,Djurgården,Mjällby AIF,0,1,0,1,0.9117647058823529
2022-11-06,AIK,Elfsborg,AIK,IF Elfsborg,0,1,0,0,0.9444444444444444
2022-10-30,Sundsvall,Sirius,GIF Sundsvall,IK Sirius,2,3,1,1,0.8571428571428571
2022-10-30,Mjallby,AIK,Mjällby AIF,AIK,1,2,0,1,0.9117647058823529
2022-10-30,Goteborg,Hacken,IFK Göteborg,BK Häcken,0,4,0,3,0.849624060150376
2022-10-29,Degerfors,Varnamo,Degerfors IF,IFK Värnamo,0,0,0,0,0.861764705882353
2022-10-23,Helsingborg,Degerfors,Helsingborg,Degerfors IF,1,2,0,1,0.95
2022-10-23,Hacken,Malmo FF,BK Häcken,Malmö FF,2,1,1,0,0.9285714285714286
2022-10-23,Elfsborg,Hammarby,IF Elfsborg,Hammarby IF,2,1,1,0,0.8888888888888888
2022-10-16,Mjallby,Hammarby,Mjällby AIF,Hammarby IF,0,3,0,3,0.8562091503267973
2022-10-16,Djurgarden,AIK,Djurgården,AIK,1,2,0,1,1.0
2022-10-15,Varnamo,Kalmar,IFK Värnamo,Kalmar FF,1,3,1,1,0.8403361344537814
2022-10-15,Sirius,Norrkoping,IK Sirius,IFK Norrköping,2,0,2,0,0.8633540372670807
2022-10-15,Helsingborg,Varberg,Helsingborg,Varbergs BoIS FC,1,3,0,2,0.8333333333333333
2022-10-15,Hacken,Sundsvall,BK Häcken,GIF Sundsvall,4,1,1,1,0.8571428571428571
2022-10-09,Sundsvall,Goteborg,GIF Sundsvall,IFK Göteborg,3,2,3,0,0.849624060150376
2022-10-09,Malmo FF,Varnamo,Malmö FF,IFK Värnamo,0,0,0,0,0.9117647058823529
2022-10-09,Elfsborg,Kalmar,IF Elfsborg,Kalmar FF,0,2,0,2,0.873015873015873
2022-10-09,Djurgarden,Hacken,Djurgården,BK Häcken,0,1,0,1,0.9285714285714286
2022-10-09,AIK,Helsingborg,AIK,Helsingborg,2,0,0,0,1.0
2022-10-08,Degerfors,Sirius,Degerfors IF,IK Sirius,0,0,0,0,0.8785714285714286
2022-10-02,Varberg,Hacken,Varbergs BoIS FC,BK Häcken,1,1,1,0,0.7619047619047619
2022-10-02,Sundsvall,Norrkoping,GIF Sundsvall,IFK Norrköping,1,3,0,2,0.8633540372670807
2022-10-02,Sirius,AIK,IK Sirius,AIK,1,1,0,0,0.9285714285714286
2022-10-02,Kalmar,Helsingborg,Kalmar FF,Helsingborg,2,0,1,0,0.9285714285714286
2022-10-01,Malmo FF,Hammarby,Malmö FF,Hammarby IF,0,0,0,0,0.9444444444444444
2022-10-01,Degerfors,Djurgarden,Degerfors IF,Djurgården,3,0,1,0,0.95
2022-09-18,Mjallby,Sundsvall,Mjällby AIF,GIF Sundsvall,1,1,0,0,0.8403361344537814
2022-09-18,Helsingborg,Malmo FF,Helsingborg,Malmö FF,1,2,1,1,1.0
2022-09-18,Elfsborg,Sirius,IF Elfsborg,IK Sirius,3,0,2,0,0.873015873015873
2022-09-18,Djurgarden,Goteborg,Djurgården,IFK Göteborg,3,0,2,0,0.9210526315789473
2022-09-18,AIK,Degerfors,AIK,Degerfors IF,1,1,1,0,0.95
2022-09-17,Varnamo,Varberg,IFK Värnamo,Varbergs BoIS FC,1,0,0,0,0.7450980392156863
2022-09-17,Norrkoping,Kalmar,IFK Norrköping,Kalmar FF,2,2,1,0,0.8633540372670807
2022-09-17,Hacken,Hammarby,BK Häcken,Hammarby IF,1,1,0,1,0.873015873015873
2022-09-11,Varberg,AIK,Varbergs BoIS FC,AIK,2,0,0,0,0.8333333333333333
2022-09-11,Sundsvall,Elfsborg,GIF Sundsvall,IF Elfsborg,0,2,0,2,0.873015873015873
2022-09-11,Malmo FF,Norrkoping,Malmö FF,IFK Norrköping,2,1,0,1,0.9347826086956521
2022-09-11,Hammarby,Djurgarden,Hammarby IF,Djurgården,0,0,0,0,0.9444444444444444
2022-09-10,Sirius,Varnamo,IK Sirius,IFK Värnamo,2,3,0,2,0.8403361344537814
2022-09-10,Degerfors,Mjallby,Degerfors IF,Mjällby AIF,0,0,0,0,0.861764705882353
2022-09-04,Sirius,Djurgarden,IK Sirius,Djurgården,0,1,0,1,0.9285714285714286
2022-09-04,Hacken,Degerfors,BK Häcken,Degerfors IF,2,2,1,0,0.8785714285714286
2022-09-04,Elfsborg,Malmo FF,IF Elfsborg,Malmö FF,3,2,1,1,0.9444444444444444
2022-09-04,AIK,Sundsvall,AIK,GIF Sundsvall,4,0,1,0,0.9285714285714286
2022-08-28,Varberg,Norrkoping,Varbergs BoIS FC,IFK Norrköping,1,1,0,1,0.7681159420289855
2022-08-28,Malmo FF,Kalmar,Malmö FF,Kalmar FF,0,1,0,0,0.9285714285714286
2022-08-28,Helsingborg,Mjallby,Helsingborg,Mjällby AIF,0,1,0,0,0.9117647058823529
2022-08-28,Goteborg,Sirius,IFK Göteborg,IK Sirius,2,0,1,0,0.849624060150376
2022-08-28,AIK,Hammarby,AIK,Hammarby IF,2,2,1,1,0.9444444444444444
2022-08-27,Hacken,Varnamo,BK Häcken,IFK Värnamo,4,1,1,0,0.8403361344537814
2022-08-27,Degerfors,Sundsvall,Degerfors IF,GIF Sundsvall,3,1,1,1,0.8785714285714286
2022-08-21,Varnamo,Elfsborg,IFK Värnamo,IF Elfsborg,1,1,1,0,0.8562091503267973
2022-08-21,Sundsvall,Helsingborg,GIF Sundsvall,Helsingborg,1,2,0,1,0.9285714285714286
2022-08-21,Norrkoping,AIK,IFK Norrköping,AIK,2,4,0,3,0.9347826086956521
2022-08-21,Mjallby,Malmo FF,Mjällby AIF,Malmö FF,1,1,0,0,0.9117647058823529
2022-08-20,Varberg,Djurgarden,Varbergs BoIS FC,Djurgården,2,2,2,0,0.8333333333333333
2022-08-14,Malmo FF,Sundsvall,Malmö FF,GIF Sundsvall,3,1,3,0,0.9285714285714286
2022-08-14,Elfsborg,Norrkoping,IF Elfsborg,IFK Norrköping,1,1,1,0,0.8792270531400965
2022-08-14,Djurgarden,Kalmar,Djurgården,Kalmar FF,3,2,2,0,0.9285714285714286
2022-08-14,Degerfors,Varberg,Degerfors IF,Varbergs BoIS FC,1,1,0,0,0.7833333333333333
2022-08-14,AIK,Varnamo,AIK,IFK Värnamo,2,2,1,1,0.9117647058823529
2022-08-13,Helsingborg,Sirius,Helsingborg,IK Sirius,0,0,0,0,0.9285714285714286
2022-08-07,Varnamo,Djurgarden,IFK Värnamo,Djurgården,0,0,0,0,0.9117647058823529
2022-08-07,Sirius,Malmo FF,IK Sirius,Malmö FF,2,1,1,1,0.9285714285714286
2022-08-07,Mjallby,Elfsborg,Mjällby AIF,IF Elfsborg,1,1,1,0,0.8562091503267973
2022-08-07,Kalmar,AIK,Kalmar FF,AIK,1,0,0,0,0.9285714285714286
2022-08-07,Hammarby,Sundsvall,Hammarby IF,GIF Sundsvall,3,0,1,0,0.873015873015873
2022-08-06,Norrkoping,Degerfors,IFK Norrköping,Degerfors IF,2,0,1,0,0.8847826086956522
2022-07-31,Sirius,Mjallby,IK Sirius,Mjällby AIF,0,1,0,0,0.8403361344537814
2022-07-31,Hammarby,Varnamo,Hammarby IF,IFK Värnamo,1,2,0,0,0.8562091503267973
2022-07-31,Elfsborg,Hacken,IF Elfsborg,BK Häcken,4,4,2,1,0.873015873015873
2022-07-30,Sundsvall,Varberg,GIF Sundsvall,Varbergs BoIS FC,1,3,0,3,0.7619047619047619
2022-07-30,Degerfors,Kalmar,Degerfors IF,Kalmar FF,2,1,1,1,0.8785714285714286
2022-07-24,Varnamo,AIK,IFK Värnamo,AIK,2,3,0,1,0.9117647058823529
2022-07-24,Kalmar,Elfsborg,Kalmar FF,IF Elfsborg,1,0,0,0,0.873015873015873
2022-07-24,Helsingborg,Sundsvall,Helsingborg,GIF Sundsvall,1,0,1,0,0.9285714285714286
2022-07-24,Hacken,Djurgarden,BK Häcken,Djurgården,1,2,1,0,0.9285714285714286
2022-07-23,Mjallby,Degerfors,Mjällby AIF,Degerfors IF,2,1,0,0,0.861764705882353
2022-07-23,Malmo FF,Sirius,Malmö FF,IK Sirius,3,1,1,0,0.9285714285714286
2022-07-17,Sirius,Degerfors,IK Sirius,Degerfors IF,2,0,1,0,0.8785714285714286
2022-07-17,Hammarby,Elfsborg,Hammarby IF,IF Elfsborg,3,0,2,0,0.8888888888888888
2022-07-17,Goteborg,Mjallby,IFK Göteborg,Mjällby AIF,1,1,1,0,0.8328173374613003
2022-07-17,AIK,Kalmar,AIK,Kalmar FF,1,0,1,0,0.9285714285714286
2022-07-16,Norrkoping,Malmo FF,IFK Norrköping,Malmö FF,0,2,0,1,0.9347826086956521
2022-07-16,Djurgarden,Varnamo,Djurgården,IFK Värnamo,5,0,2,0,0.9117647058823529
2022-07-10,Mjallby,Hacken,Mjällby AIF,BK Häcken,1,2,1,0,0.8403361344537814
2022-07-10,Kalmar,Sirius,Kalmar FF,IK Sirius,1,1,1,1,0.8571428571428571
2022-07-10,Elfsborg,AIK,IF Elfsborg,AIK,2,2,1,1,0.9444444444444444
2022-07-09,Malmo FF,Varberg,Malmö FF,Varbergs BoIS FC,3,0,1,0,0.8333333333333333
2022-07-09,Degerfors,Norrkoping,Degerfors IF,IFK Norrköping,1,1,0,1,0.8847826086956522
2022-07-03,Varberg,Varnamo,Varbergs BoIS FC,IFK Värnamo,3,0,1,0,0.7450980392156863
2022-07-03,Norrkoping,Sirius,IFK Norrköping,IK Sirius,0,1,0,0,0.8633540372670807
2022-07-03,Hacken,Elfsborg,BK Häcken,IF Elfsborg,1,1,1,1,0.873015873015873
2022-07-03,Djurgarden,Hammarby,Djurgården,Hammarby IF,1,0,0,0,0.9444444444444444
2022-07-02,Helsingborg,Kalmar,Helsingborg,Kalmar FF,1,1,0,1,0.9285714285714286
2022-07-02,AIK,Mjallby,AIK,Mjällby AIF,0,1,0,1,0.9117647058823529
2022-06-26,Sundsvall,Djurgarden,GIF Sundsvall,Djurgården,2,5,1,4,0.9285714285714286
2022-06-26,Mjallby,Norrkoping,Mjällby AIF,IFK Norrköping,1,1,0,0,0.8465473145780051
2022-06-26,Degerfors,AIK,Degerfors IF,AIK,1,1,1,1,0.95
2022-05-29,Varnamo,Hammarby,IFK Värnamo,Hammarby IF,1,0,0,0,0.8562091503267973
2022-05-29,Norrkoping,Elfsborg,IFK Norrköping,IF Elfsborg,2,2,1,2,0.8792270531400965
2022-05-29,Helsingborg,AIK,Helsingborg,AIK,1,2,1,0,1.0
2022-05-29,Djurgarden,Varberg,Djurgården,Varbergs BoIS FC,4,0,2,0,0.8333333333333333
2022-05-29,Degerfors,Malmo FF,Degerfors IF,Malmö FF,0,2,0,2,0.95
2022-05-28,Mjallby,Kalmar,Mjällby AIF,Kalmar FF,1,1,1,0,0.8403361344537814
2022-05-28,Hacken,Sirius,BK Häcken,IK Sirius,4,3,2,1,0.8571428571428571
2022-05-28,Goteborg,Sundsvall,IFK Göteborg,GIF Sundsvall,2,0,0,0,0.849624060150376
2022-05-22,Varberg,Degerfors,Varbergs BoIS FC,Degerfors IF,2,1,1,0,0.7833333333333333
2022-05-22,Malmo FF,Hacken,Malmö FF,BK Häcken,1,2,0,0,0.9285714285714286
2022-05-22,Kalmar,Djurgarden,Kalmar FF,Djurgården,1,0,0,0,0.9285714285714286
2022-05-22,Hammarby,Norrkoping,Hammarby IF,IFK Norrköping,3,0,1,0,0.8792270531400965
2022-05-22,Elfsborg,Goteborg,IF Elfsborg,IFK Göteborg,3,1,2,1,0.8654970760233918
2022-05-21,Helsingborg,Varnamo,Helsingborg,IFK Värnamo,1,4,1,0,0.9117647058823529
2022-05-21,AIK,Sirius,AIK,IK Sirius,2,2,2,2,0.9285714285714286
2022-05-15,Norrkoping,Sundsvall,IFK Norrköping,GIF Sundsvall,5,1,4,0,0.8633540372670807
2022-05-15,Hammarby,AIK,Hammarby IF,AIK,3,3,2,1,0.9444444444444444
2022-05-15,Hacken,Kalmar,BK Häcken,Kalmar FF,3,1,1,1,0.8571428571428571
2022-05-15,Goteborg,Varberg,IFK Göteborg,Varbergs BoIS FC,1,1,1,0,0.7543859649122806
2022-05-15,Degerfors,Helsingborg,Degerfors IF,Helsingborg,2,1,1,0,0.95
2022-05-14,Sirius,Elfsborg,IK Sirius,IF Elfsborg,2,0,0,0,0.873015873015873
2022-05-14,Mjallby,Varnamo,Mjällby AIF,IFK Värnamo,1,1,0,1,0.8235294117647058
2022-05-08,Varberg,Sirius,Varbergs BoIS FC,IK Sirius,0,2,0,0,0.7619047619047619
2022-05-08,Kalmar,Hammarby,Kalmar FF,Hammarby IF,2,0,2,0,0.873015873015873
2022-05-07,Malmo FF,Mjallby,Malmö FF,Mjällby AIF,2,0,2,0,0.9117647058823529
2022-05-07,AIK,Goteborg,AIK,IFK Göteborg,1,0,0,0,0.9210526315789473
2022-05-01,Sundsvall,AIK,GIF Sundsvall,AIK,0,2,0,0,0.9285714285714286
2022-05-01,Mjallby,Helsingborg,Mjällby AIF,Helsingborg,2,1,1,1,0.9117647058823529
2022-05-01,Hacken,Varberg,BK Häcken,Varbergs BoIS FC,3,1,2,0,0.7619047619047619
2022-05-01,Degerfors,Elfsborg,Degerfors IF,IF Elfsborg,0,6,0,4,0.8944444444444444
2022-04-30,Djurgarden,Sirius,Djurgården,IK Sirius,4,0,2,0,0.9285714285714286
2022-04-24,Varberg,Mjallby,Varbergs BoIS FC,Mjällby AIF,0,0,0,0,0.7450980392156863
2022-04-24,Helsingborg,Hacken,Helsingborg,BK Häcken,1,1,0,0,0.9285714285714286
2022-04-24,AIK,Djurgarden,AIK,Djurgården,1,0,1,0,1.0
2022-04-17,Sirius,Helsingborg,IK Sirius,Helsingborg,1,0,1,0,0.9285714285714286
2022-04-17,Malmo FF,AIK,Malmö FF,AIK,3,0,2,0,1.0
2022-04-17,Kalmar,Degerfors,Kalmar FF,Degerfors IF,2,0,1,0,0.8785714285714286
2022-04-17,Hacken,Goteborg,BK Häcken,IFK Göteborg,0,2,0,1,0.849624060150376
2022-04-17,Elfsborg,Varnamo,IF Elfsborg,IFK Värnamo,4,1,1,0,0.8562091503267973
2022-04-16,Varberg,Sundsvall,Varbergs BoIS FC,GIF Sundsvall,2,0,2,0,0.7619047619047619
2022-04-16,Djurgarden,Norrkoping,Djurgården,IFK Norrköping,2,1,0,1,0.9347826086956521
2022-04-15,Hammarby,Mjallby,Hammarby IF,Mjällby AIF,2,0,0,0,0.8562091503267973
2022-04-10,Varberg,Kalmar,Varbergs BoIS FC,Kalmar FF,0,3,0,2,0.7619047619047619
2022-04-10,Mjallby,Djurgarden,Mjällby AIF,Djurgården,1,0,0,0,0.9117647058823529
2022-04-10,Helsingborg,Goteborg,Helsingborg,IFK Göteborg,0,1,0,1,0.9210526315789473
2022-04-10,AIK,Norrkoping,AIK,IFK Norrköping,1,0,1,0,0.9347826086956521
2022-04-09,Sundsvall,Hammarby,GIF Sundsvall,Hammarby IF,1,5,1,4,0.873015873015873
2022-04-09,Degerfors,Hacken,Degerfors IF,BK Häcken,1,2,0,1,0.8785714285714286
2022-04-03,Sirius,Sundsvall,IK Sirius,GIF Sundsvall,2,1,0,1,0.8571428571428571
2022-04-03,Norrkoping,Varberg,IFK Norrköping,Varbergs BoIS FC,0,1,0,0,0.7681159420289855
2022-04-03,Kalmar,Malmo FF,Kalmar FF,Malmö FF,0,1,0,0,0.9285714285714286
2022-04-03,Goteborg,Varnamo,IFK Göteborg,IFK Värnamo,2,1,1,0,0.8328173374613003
2022-04-02,Hammarby,Helsingborg,Hammarby IF,Helsingborg,2,1,1,0,0.9444444444444444
2022-04-02,Hacken,AIK,BK Häcken,AIK,4,2,2,1,0.9285714285714286
2021-12-04,Varberg,Mjallby,Varbergs BoIS FC,Mjällby AIF,0,3,0,1,0.7450980392156863
2021-12-04,Ostersunds,Degerfors,Östersunds FK,Degerfors IF,0,1,0,0,0.9045454545454545
2021-12-04,Orebro,Elfsborg,Orebro SK,IF Elfsborg,2,3,1,0,0.873015873015873
2021-12-04,Norrkoping,Goteborg,IFK Norrköping,IFK Göteborg,1,2,1,1,0.8558352402745995
2021-12-04,Malmo FF,Halmstad,Malmö FF,Halmstads BK,0,0,0,0,0.9210526315789473
2021-12-04,Hammarby,Kalmar,Hammarby IF,Kalmar FF,5,3,3,1,0.873015873015873
2021-12-04,Hacken,Djurgarden,BK Häcken,Djurgården,0,1,0,1,0.9285714285714286
2021-12-04,AIK,Sirius,AIK,IK Sirius,4,2,2,2,0.9285714285714286
2021-11-28,Goteborg,Ostersunds,IFK Göteborg,Östersunds FK,4,0,2,0,0.8755980861244019
2021-11-28,Djurgarden,Varberg,Djurgården,Varbergs BoIS FC,2,3,0,1,0.8333333333333333
2021-11-28,Degerfors,Norrkoping,Degerfors IF,IFK Norrköping,4,1,4,0,0.8847826086956522
2021-11-21,Halmstad,Elfsborg,Halmstads BK,IF Elfsborg,0,1,0,0,0.8654970760233918
2021-11-21,Degerfors,Hammarby,Degerfors IF,Hammarby IF,1,4,0,2,0.8944444444444444
2021-11-20,Malmo FF,Hacken,Malmö FF,BK Häcken,2,2,1,0,0.9285714285714286
2021-11-07,Hammarby,Orebro,Hammarby IF,Orebro SK,3,2,0,1,0.873015873015873
2021-11-07,Hacken,Degerfors,BK Häcken,Degerfors IF,2,0,0,0,0.8785714285714286
2021-11-07,AIK,Ostersunds,AIK,Östersunds FK,3,0,1,0,0.9545454545454546
2021-11-06,Elfsborg,Varberg,IF Elfsborg,Varbergs BoIS FC,0,0,0,0,0.7777777777777777
2021-10-31,Norrkoping,Elfsborg,IFK Norrköping,IF Elfsborg,3,2,1,2,0.8792270531400965
2021-10-30,Varberg,Ostersunds,Varbergs BoIS FC,Östersunds FK,3,0,1,0,0.7878787878787878
2021-10-30,Sirius,Malmo FF,IK Sirius,Malmö FF,2,3,0,0,0.9285714285714286
2021-10-30,Hacken,Kalmar,BK Häcken,Kalmar FF,1,4,0,3,0.8571428571428571
2021-10-24,Varberg,Malmo FF,Varbergs BoIS FC,Malmö FF,1,1,1,1,0.8333333333333333
2021-10-24,Mjallby,Goteborg,Mjällby AIF,IFK Göteborg,1,3,0,1,0.8328173374613003
2021-10-24,Hammarby,Ostersunds,Hammarby IF,Östersunds FK,4,3,2,3,0.898989898989899
2021-10-24,Elfsborg,Sirius,IF Elfsborg,IK Sirius,3,0,3,0,0.873015873015873
2021-10-24,AIK,Norrkoping,AIK,IFK Norrköping,1,0,1,0,0.9347826086956521
2021-10-23,Hacken,Halmstad,BK Häcken,Halmstads BK,2,3,2,1,0.849624060150376
2021-10-23,Djurgarden,Kalmar,Djurgården,Kalmar FF,3,2,3,0,0.9285714285714286
2021-10-17,Mjallby,Kalmar,Mjällby AIF,Kalmar FF,4,0,3,0,0.8403361344537814
2021-10-17,Hammarby,AIK,Hammarby IF,AIK,1,0,0,0,0.9444444444444444
2021-10-17,Goteborg,Orebro,IFK Göteborg,Orebro SK,2,0,1,0,0.849624060150376
2021-10-16,Sirius,Varberg,IK Sirius,Varbergs BoIS FC,2,1,1,0,0.7619047619047619
2021-10-16,Ostersunds,Malmo FF,Östersunds FK,Malmö FF,0,3,0,1,0.9545454545454546
2021-10-16,Degerfors,Halmstad,Degerfors IF,Halmstads BK,2,1,2,1,0.8710526315789473
2021-10-03,Orebro,Hacken,Orebro SK,BK Häcken,1,2,0,2,0.8571428571428571
2021-10-03,Norrkoping,Hammarby,IFK Norrköping,Hammarby IF,3,1,2,0,0.8792270531400965
2021-10-03,Malmo FF,Mjallby,Malmö FF,Mjällby AIF,0,1,0,1,0.9117647058823529
2021-10-03,Kalmar,Sirius,Kalmar FF,IK Sirius,3,1,0,1,0.8571428571428571
2021-10-03,AIK,Djurgarden,AIK,Djurgården,1,0,1,0,1.0
2021-10-02,Varberg,Degerfors,Varbergs BoIS FC,Degerfors IF,0,0,0,0,0.7833333333333333
2021-10-02,Halmstad,Ostersunds,Halmstads BK,Östersunds FK,1,1,1,1,0.8755980861244019
2021-09-26,Ostersunds,Djurgarden,Östersunds FK,Djurgården,0,3,0,3,0.9545454545454546
2021-09-26,Norrkoping,Varberg,IFK Norrköping,Varbergs BoIS FC,2,1,1,1,0.7681159420289855
2021-09-26,Mjallby,Elfsborg,Mjällby AIF,IF Elfsborg,4,0,1,0,0.8562091503267973
2021-09-26,Hacken,Hammarby,BK Häcken,Hammarby IF,1,1,1,1,0.873015873015873
2021-09-25,Malmo FF,Orebro,Malmö FF,Orebro SK,5,1,2,1,0.9285714285714286
2021-09-19,Ostersunds,Elfsborg,Östersunds FK,IF Elfsborg,3,1,2,0,0.898989898989899
2021-09-19,Norrkoping,Orebro,IFK Norrköping,Orebro SK,3,0,1,0,0.8633540372670807
2021-09-19,Halmstad,Kalmar,Halmstads BK,Kalmar FF,0,1,0,1,0.849624060150376
2021-09-18,Malmo FF,Djurgarden,Malmö FF,Djurgården,1,1,1,0,1.0
2021-09-18,Hacken,Mjallby,BK Häcken,Mjällby AIF,0,0,0,0,0.8403361344537814
2021-09-18,Degerfors,Sirius,Degerfors IF,IK Sirius,1,2,0,1,0.8785714285714286
2021-09-12,Kalmar,Degerfors,Kalmar FF,Degerfors IF,4,1,1,0,0.8785714285714286
2021-09-12,Goteborg,Halmstad,IFK Göteborg,Halmstads BK,2,0,1,0,0.8421052631578947
2021-09-12,Djurgarden,Hammarby,Djurgården,Hammarby IF,4,1,3,1,0.9444444444444444
2021-09-11,Sirius,Ostersunds,IK Sirius,Östersunds FK,1,0,1,0,0.8831168831168831
2021-09-11,Malmo FF,Norrkoping,Malmö FF,IFK Norrköping,1,1,0,0,0.9347826086956521
2021-08-29,Sirius,Djurgarden,IK Sirius,Djurgården,1,0,0,0,0.9285714285714286
2021-08-29,Norrkoping,Ostersunds,IFK Norrköping,Östersunds FK,3,0,2,0,0.8893280632411067
2021-08-29,Kalmar,Elfsborg,Kalmar FF,IF Elfsborg,0,3,0,2,0.873015873015873
2021-08-29,Hammarby,Malmo FF,Hammarby IF,Malmö FF,2,1,1,1,0.9444444444444444
