Date,Home,Away,SourceHome,SourceAway,HG,AG,HTHG,HTAG,MatchScore
2016-07-10,Goteborg,Sundsvall,IFK Göteborg,GIF Sundsvall,4,1,2,1,0.849624060150376
2016-07-09,Hacken,Hammarby,BK Häcken,Hammarby IF,4,2,2,1,0.873015873015873
2016-07-09,Gefle,Falkenbergs,Gefle IF,Falkenbergs FF,1,2,1,0,0.875
2016-07-09,Djurgarden,Norrkoping,Djurgården,IFK Norrköping,0,1,0,0,0.9347826086956521
2016-05-29,Norrkoping,Elfsborg,IFK Norrköping,IF Elfsborg,0,0,0,0,0.8792270531400965
2016-05-29,Helsingborg,Goteborg,Helsingborg,IFK Göteborg,1,3,0,1,0.9210526315789473
2016-05-29,Hammarby,Gefle,Hammarby IF,Gefle IF,2,1,2,0,0.8611111111111112
2016-05-29,Hacken,Djurgarden,BK Häcken,Djurgården,3,1,2,1,0.9285714285714286
2016-05-29,Falkenbergs,Kalmar,Falkenbergs FF,Kalmar FF,1,2,1,1,0.8869047619047619
2016-05-28,Jonkopings,Sundsvall,Jonkopings Sodra,GIF Sundsvall,1,1,0,1,0.8285714285714285
2016-05-28,AIK,Orebro,AIK,Orebro SK,0,0,0,0,0.9285714285714286
2016-05-22,Orebro,Norrkoping,Orebro SK,IFK Norrköping,2,2,1,2,0.8633540372670807
2016-05-22,Kalmar,Hacken,Kalmar FF,BK Häcken,1,1,0,0,0.8571428571428571
2016-05-22,Elfsborg,Jonkopings,IF Elfsborg,Jonkopings Sodra,3,3,1,0,0.8444444444444444
2016-05-22,Djurgarden,Helsingborg,Djurgården,Helsingborg,3,0,1,0,1.0
2016-05-15,Orebro,Elfsborg,Orebro SK,IF Elfsborg,1,0,0,0,0.873015873015873
2016-05-15,Norrkoping,Sundsvall,IFK Norrköping,GIF Sundsvall,3,1,1,0,0.8633540372670807
2016-05-15,Falkenbergs,Hacken,Falkenbergs FF,BK Häcken,1,4,1,2,0.8869047619047619
2016-05-14,Malmo FF,Gefle,Malmö FF,Gefle IF,3,0,0,0,0.9166666666666667
2016-05-14,Kalmar,Hammarby,Kalmar FF,Hammarby IF,1,1,1,0,0.873015873015873
2016-05-08,Jonkopings,Norrkoping,Jonkopings Sodra,IFK Norrköping,0,2,0,1,0.8347826086956522
2016-05-08,Helsingborg,Malmo FF,Helsingborg,Malmö FF,2,1,1,0,1.0
2016-05-08,Hacken,AIK,BK Häcken,AIK,2,3,1,2,0.9285714285714286
2016-05-07,Elfsborg,Gefle,IF Elfsborg,Gefle IF,2,0,1,0,0.8611111111111112
2016-05-01,Malmo FF,Hacken,Malmö FF,BK Häcken,3,0,2,0,0.9285714285714286
2016-05-01,Hammarby,Sundsvall,Hammarby IF,GIF Sundsvall,1,1,0,0,0.873015873015873
2016-05-01,Falkenbergs,Elfsborg,Falkenbergs FF,IF Elfsborg,1,2,1,1,0.9027777777777777
2016-04-24,Orebro,Goteborg,Orebro SK,IFK Göteborg,3,2,1,1,0.849624060150376
2016-04-24,Malmo FF,Djurgarden,Malmö FF,Djurgården,1,0,0,0,1.0
2016-04-24,Hacken,Sundsvall,BK Häcken,GIF Sundsvall,0,1,0,1,0.8571428571428571
2016-04-23,Hammarby,Jonkopings,Hammarby IF,Jonkopings Sodra,1,1,0,0,0.8444444444444444
2016-04-17,Norrkoping,AIK,IFK Norrköping,AIK,4,1,1,0,0.9347826086956521
2016-04-17,Jonkopings,Gefle,Jonkopings Sodra,Gefle IF,1,0,0,0,0.8166666666666667
2016-04-17,Goteborg,Kalmar,IFK Göteborg,Kalmar FF,1,1,0,1,0.849624060150376
2016-04-16,Helsingborg,Falkenbergs,Helsingborg,Falkenbergs FF,3,1,0,1,0.9583333333333333
2016-04-10,Kalmar,Elfsborg,Kalmar FF,IF Elfsborg,3,2,3,0,0.873015873015873
2016-04-10,Hammarby,Helsingborg,Hammarby IF,Helsingborg,5,1,2,1,0.9444444444444444
2016-04-10,Gefle,Djurgarden,Gefle IF,Djurgården,1,2,0,0,0.9166666666666667
2016-04-09,Hacken,Norrkoping,BK Häcken,IFK Norrköping,1,2,1,0,0.8633540372670807
2016-04-03,Orebro,Djurgarden,Orebro SK,Djurgården,0,2,0,1,0.9285714285714286
2016-04-03,Hacken,Elfsborg,BK Häcken,IF Elfsborg,2,1,1,0,0.873015873015873
2016-04-03,Gefle,Helsingborg,Gefle IF,Helsingborg,1,1,0,1,0.9166666666666667
2016-04-03,Falkenbergs,Goteborg,Falkenbergs FF,IFK Göteborg,0,2,0,1,0.8793859649122806
2016-04-03,AIK,Sundsvall,AIK,GIF Sundsvall,1,1,1,1,0.9285714285714286
2016-04-02,Malmo FF,Norrkoping,Malmö FF,IFK Norrköping,3,1,1,1,0.9347826086956521
2016-04-02,Kalmar,Jonkopings,Kalmar FF,Jonkopings Sodra,0,1,0,1,0.8285714285714285
2015-10-25,Sundsvall,Helsingborg,GIF Sundsvall,Helsingborg,2,1,1,0,0.9285714285714286
2015-10-25,Hammarby,Malmo FF,Hammarby IF,Malmö FF,0,1,0,0,0.9444444444444444
2015-10-24,Falkenbergs,Djurgarden,Falkenbergs FF,Djurgården,0,2,0,0,0.9583333333333333
2015-10-18,Hammarby,Helsingborg,Hammarby IF,Helsingborg,1,4,1,2,0.9444444444444444
2015-10-18,Halmstad,AIK,Halmstad,AIK,0,1,0,0,1.0
2015-10-18,Falkenbergs,Atvidabergs,Falkenbergs FF,Atvidabergs FF,6,0,3,0,0.9166666666666666
2015-10-17,Malmo FF,Kalmar,Malmö FF,Kalmar FF,3,0,0,0,0.9285714285714286
2015-10-04,Norrkoping,Hacken,IFK Norrköping,BK Häcken,3,1,0,0,0.8633540372670807
2015-10-04,Kalmar,Djurgarden,Kalmar FF,Djurgården,0,3,0,1,0.9285714285714286
2015-10-04,Helsingborg,Elfsborg,Helsingborg,IF Elfsborg,2,1,1,0,0.9444444444444444
2015-10-04,Goteborg,Halmstad,IFK Göteborg,Halmstad,1,1,0,1,0.9210526315789473
2015-10-04,AIK,Malmo FF,AIK,Malmö FF,2,1,1,1,1.0
2015-10-03,Sundsvall,Gefle,GIF Sundsvall,Gefle IF,2,1,1,0,0.8452380952380952
2015-10-03,Orebro,Falkenbergs,Orebro SK,Falkenbergs FF,2,1,1,1,0.8869047619047619
2015-09-27,Hammarby,AIK,Hammarby IF,AIK,1,0,0,0,0.9444444444444444
2015-09-27,Gefle,Norrkoping,Gefle IF,IFK Norrköping,1,2,1,1,0.8514492753623188
2015-09-27,Falkenbergs,Hacken,Falkenbergs FF,BK Häcken,1,2,0,2,0.8869047619047619
2015-09-26,Halmstad,Malmo FF,Halmstad,Malmö FF,0,0,0,0,1.0
2015-09-20,Norrkoping,Sundsvall,IFK Norrköping,GIF Sundsvall,5,1,1,0,0.8633540372670807
2015-09-20,Goteborg,Hammarby,IFK Göteborg,Hammarby IF,1,0,0,0,0.8654970760233918
2015-09-20,Gefle,Helsingborg,Gefle IF,Helsingborg,2,1,2,0,0.9166666666666667
2015-09-20,Djurgarden,Malmo FF,Djurgården,Malmö FF,0,2,0,0,1.0
2015-09-20,Atvidabergs,Kalmar,Atvidabergs FF,Kalmar FF,1,1,0,1,0.8869047619047619
2015-09-19,AIK,Hacken,AIK,BK Häcken,2,1,2,1,0.9285714285714286
2015-09-13,Helsingborg,Goteborg,Helsingborg,IFK Göteborg,1,2,1,0,0.9210526315789473
2015-09-13,Hammarby,Orebro,Hammarby IF,Orebro SK,1,2,1,2,0.873015873015873
2015-09-12,Malmo FF,Elfsborg,Malmö FF,IF Elfsborg,1,1,0,1,0.9444444444444444
2015-09-12,Falkenbergs,AIK,Falkenbergs FF,AIK,2,4,0,1,0.9583333333333333
2015-08-30,Helsingborg,Malmo FF,Helsingborg,Malmö FF,0,3,0,2,1.0
2015-08-30,Goteborg,Gefle,IFK Göteborg,Gefle IF,3,0,1,0,0.8377192982456141
2015-08-30,Elfsborg,Sundsvall,IF Elfsborg,GIF Sundsvall,1,2,0,2,0.873015873015873
2015-08-30,AIK,Atvidabergs,AIK,Atvidabergs FF,1,0,1,0,0.9583333333333333
2015-08-29,Orebro,Hacken,Orebro SK,BK Häcken,2,0,1,0,0.8571428571428571
2015-08-29,Falkenbergs,Norrkoping,Falkenbergs FF,IFK Norrköping,0,1,0,0,0.8931159420289855
2015-08-29,Djurgarden,Halmstad,Djurgården,Halmstad,4,2,2,2,1.0
2015-08-23,Kalmar,Elfsborg,Kalmar FF,IF Elfsborg,0,3,0,0,0.873015873015873
2015-08-23,Halmstad,Orebro,Halmstad,Orebro SK,2,2,0,1,0.9285714285714286
2015-08-23,Gefle,AIK,Gefle IF,AIK,1,2,0,1,0.9166666666666667
2015-08-23,Atvidabergs,Goteborg,Atvidabergs FF,IFK Göteborg,0,1,0,0,0.8793859649122806
2015-08-22,Hacken,Malmo FF,BK Häcken,Malmö FF,1,0,0,0,0.9285714285714286
2015-08-16,Goteborg,Hacken,IFK Göteborg,BK Häcken,4,0,1,0,0.849624060150376
2015-08-16,Elfsborg,Djurgarden,IF Elfsborg,Djurgården,2,0,1,0,0.9444444444444444
2015-08-16,AIK,Kalmar,AIK,Kalmar FF,2,1,2,0,0.9285714285714286
2015-08-15,Malmo FF,Gefle,Malmö FF,Gefle IF,2,0,1,0,0.9166666666666667
2015-08-09,Orebro,Norrkoping,Orebro SK,IFK Norrköping,1,3,0,2,0.8633540372670807
2015-08-09,Malmo FF,Goteborg,Malmö FF,IFK Göteborg,2,1,2,0,0.9210526315789473
2015-08-09,Hammarby,Elfsborg,Hammarby IF,IF Elfsborg,0,0,0,0,0.8888888888888888
2015-08-09,Halmstad,Atvidabergs,Halmstad,Atvidabergs FF,0,0,0,0,0.9583333333333333
2015-08-08,Hacken,Gefle,BK Häcken,Gefle IF,1,1,0,1,0.8452380952380952
2015-08-08,Falkenbergs,Helsingborg,Falkenbergs FF,Helsingborg,2,3,1,2,0.9583333333333333
2015-08-02,Norrkoping,AIK,IFK Norrköping,AIK,1,2,0,1,0.9347826086956521
2015-08-02,Goteborg,Orebro,IFK Göteborg,Orebro SK,6,0,4,0,0.849624060150376
2015-08-02,Elfsborg,Halmstad,IF Elfsborg,Halmstad,2,0,1,0,0.9444444444444444
2015-08-01,Gefle,Falkenbergs,Gefle IF,Falkenbergs FF,1,0,1,0,0.875
2015-08-01,Djurgarden,Hacken,Djurgården,BK Häcken,2,1,1,0,0.9285714285714286
2015-08-01,Atvidabergs,Malmo FF,Atvidabergs FF,Malmö FF,2,2,2,0,0.9583333333333333
2015-07-26,Falkenbergs,Goteborg,Falkenbergs FF,IFK Göteborg,1,0,1,0,0.8793859649122806
2015-07-26,AIK,Elfsborg,AIK,IF Elfsborg,4,2,4,0,0.9444444444444444
2015-07-25,Malmo FF,Sundsvall,Malmö FF,GIF Sundsvall,3,0,2,0,0.9285714285714286
2015-07-25,Hacken,Kalmar,BK Häcken,Kalmar FF,3,0,0,0,0.8571428571428571
2015-07-25,Atvidabergs,Helsingborg,Atvidabergs FF,Helsingborg,1,2,0,1,0.9583333333333333
2015-07-19,Norrkoping,Goteborg,IFK Norrköping,IFK Göteborg,2,2,1,1,0.8558352402745995
2015-07-19,Helsingborg,AIK,Helsingborg,AIK,3,1,1,0,1.0
2015-07-18,Sundsvall,Halmstad,GIF Sundsvall,Halmstad,0,0,0,0,0.9285714285714286
2015-07-18,Orebro,Malmo FF,Orebro SK,Malmö FF,1,1,0,0,0.9285714285714286
2015-07-18,Kalmar,Falkenbergs,Kalmar FF,Falkenbergs FF,4,0,2,0,0.8869047619047619
2015-07-12,Goteborg,Norrkoping,IFK Göteborg,IFK Norrköping,0,0,0,0,0.8558352402745995
2015-07-12,Elfsborg,Hacken,IF Elfsborg,BK Häcken,1,0,1,0,0.873015873015873
2015-07-12,AIK,Sundsvall,AIK,GIF Sundsvall,4,1,2,1,0.9285714285714286
2015-07-11,Malmo FF,Orebro,Malmö FF,Orebro SK,2,2,1,2,0.9285714285714286
2015-07-11,Halmstad,Kalmar,Halmstad,Kalmar FF,1,0,0,0,0.9285714285714286
2015-07-11,Atvidabergs,Gefle,Atvidabergs FF,Gefle IF,1,1,1,0,0.875
2015-07-05,Sundsvall,Goteborg,GIF Sundsvall,IFK Göteborg,2,2,0,2,0.849624060150376
2015-07-05,Kalmar,AIK,Kalmar FF,AIK,0,0,0,0,0.9285714285714286
2015-07-05,Hacken,Helsingborg,BK Häcken,Helsingborg,3,2,1,1,0.9285714285714286
2015-07-05,Falkenbergs,Elfsborg,Falkenbergs FF,IF Elfsborg,2,2,0,1,0.9027777777777777
2015-07-04,Djurgarden,Orebro,Djurgården,Orebro SK,2,0,2,0,0.9285714285714286
2015-07-04,Atvidabergs,Halmstad,Atvidabergs FF,Halmstad,0,0,0,0,0.9583333333333333
2015-06-07,Sundsvall,Kalmar,GIF Sundsvall,Kalmar FF,1,1,0,0,0.8571428571428571
2015-06-07,Norrkoping,Falkenbergs,IFK Norrköping,Falkenbergs FF,2,0,2,0,0.8931159420289855
2015-06-07,Malmo FF,Djurgarden,Malmö FF,Djurgården,1,1,0,1,1.0
2015-06-07,Hammarby,Goteborg,Hammarby IF,IFK Göteborg,0,1,0,0,0.8654970760233918
2015-06-07,Elfsborg,Gefle,IF Elfsborg,Gefle IF,5,1,1,1,0.8611111111111112
2015-06-06,Orebro,Halmstad,Orebro SK,Halmstad,1,1,0,0,0.9285714285714286
2015-06-06,Helsingborg,Atvidabergs,Helsingborg,Atvidabergs FF,3,0,2,0,0.9583333333333333
2015-06-06,Hacken,AIK,BK Häcken,AIK,0,0,0,0,0.9285714285714286
2015-05-31,Malmo FF,Atvidabergs,Malmö FF,Atvidabergs FF,3,0,3,0,0.9583333333333333
2015-05-31,Elfsborg,Orebro,IF Elfsborg,Orebro SK,2,2,0,1,0.873015873015873
2015-05-31,AIK,Helsingborg,AIK,Helsingborg,3,1,1,1,1.0
2015-05-30,Norrkoping,Kalmar,IFK Norrköping,Kalmar FF,2,1,1,0,0.8633540372670807
2015-05-30,Hammarby,Halmstad,Hammarby IF,Halmstad,2,2,1,0,0.9444444444444444
2015-05-30,Falkenbergs,Sundsvall,Falkenbergs FF,GIF Sundsvall,1,1,0,0,0.8869047619047619
2015-05-24,Orebro,Gefle,Orebro SK,Gefle IF,1,0,1,0,0.8452380952380952
2015-05-24,Kalmar,Malmo FF,Kalmar FF,Malmö FF,2,1,0,1,0.9285714285714286
2015-05-24,Halmstad,Goteborg,Halmstad,IFK Göteborg,1,2,0,1,0.9210526315789473
2015-05-24,Atvidabergs,Elfsborg,Atvidabergs FF,IF Elfsborg,1,2,0,1,0.9027777777777777
2015-05-10,Hacken,Orebro,BK Häcken,Orebro SK,2,0,2,0,0.8571428571428571
2015-05-10,Falkenbergs,Halmstad,Falkenbergs FF,Halmstad,1,0,1,0,0.9583333333333333
2015-05-10,AIK,Norrkoping,AIK,IFK Norrköping,2,2,2,1,0.9347826086956521
2015-05-03,Sundsvall,Elfsborg,GIF Sundsvall,IF Elfsborg,0,1,0,0,0.873015873015873
2015-05-03,Norrkoping,Atvidabergs,IFK Norrköping,Atvidabergs FF,2,1,0,0,0.8931159420289855
2015-05-03,Malmo FF,Helsingborg,Malmö FF,Helsingborg,3,1,2,0,1.0
2015-05-03,Djurgarden,Gefle,Djurgården,Gefle IF,5,1,3,0,0.9166666666666667
2015-04-30,Hacken,Norrkoping,BK Häcken,IFK Norrköping,0,2,0,1,0.8633540372670807
2015-04-26,Sundsvall,Djurgarden,GIF Sundsvall,Djurgården,0,2,0,0,0.9285714285714286
2015-04-26,Kalmar,Hacken,Kalmar FF,BK Häcken,0,1,0,0,0.8571428571428571
2015-04-26,Halmstad,Elfsborg,Halmstad,IF Elfsborg,1,0,0,0,0.9444444444444444
2015-04-26,AIK,Orebro,AIK,Orebro SK,3,0,2,0,0.9285714285714286
2015-04-25,Hammarby,Atvidabergs,Hammarby IF,Atvidabergs FF,2,1,2,0,0.9027777777777777
2015-04-19,Hacken,Goteborg,BK Häcken,IFK Göteborg,1,2,0,0,0.849624060150376
2015-04-19,Atvidabergs,Falkenbergs,Atvidabergs FF,Falkenbergs FF,3,1,2,0,0.9166666666666666
2015-04-18,Gefle,Halmstad,Gefle IF,Halmstad,0,0,0,0,0.9166666666666667
2015-04-12,Halmstad,Helsingborg,Halmstad,Helsingborg,1,2,0,1,1.0
2015-04-12,Goteborg,Malmo FF,IFK Göteborg,Malmö FF,0,1,0,1,0.9210526315789473
2015-04-12,Falkenbergs,Orebro,Falkenbergs FF,Orebro SK,2,0,1,0,0.8869047619047619
2015-04-12,AIK,Gefle,AIK,Gefle IF,3,1,1,0,0.9166666666666667
2015-04-06,Sundsvall,Malmo FF,GIF Sundsvall,Malmö FF,1,4,1,4,0.9285714285714286
2015-04-06,AIK,Halmstad,AIK,Halmstad,2,1,0,0,1.0
2015-04-05,Norrkoping,Orebro,IFK Norrköping,Orebro SK,1,1,1,0,0.8633540372670807
2015-04-05,Goteborg,Atvidabergs,IFK Göteborg,Atvidabergs FF,1,0,0,0,0.8793859649122806
2015-04-05,Falkenbergs,Gefle,Falkenbergs FF,Gefle IF,0,2,0,1,0.875
2015-04-05,Djurgarden,Elfsborg,Djurgården,IF Elfsborg,1,2,0,1,0.9444444444444444
2015-04-04,Kalmar,Helsingborg,Kalmar FF,Helsingborg,0,0,0,0,0.9285714285714286
2015-04-04,Hammarby,Hacken,Hammarby IF,BK Häcken,2,0,2,0,0.873015873015873
2014-11-01,Orebro,Hacken,Orebro SK,BK Häcken,5,2,3,1,0.8571428571428571
2014-11-01,Kalmar,AIK,Kalmar FF,AIK,1,1,0,1,0.9285714285714286
2014-11-01,Goteborg,Halmstad,IFK Göteborg,Halmstad,5,1,1,0,0.9210526315789473
2014-11-01,Gefle,Helsingborg,Gefle IF,Helsingborg,2,1,1,1,0.9166666666666667
2014-11-01,Falkenbergs,Mjallby,Falkenbergs FF,Mjallby,1,1,1,0,0.9583333333333333
2014-11-01,Djurgarden,Norrkoping,Djurgården,IFK Norrköping,1,1,0,1,0.9347826086956521
2014-11-01,Brommapojkarna,Elfsborg,IF Brommapojkarna,IF Elfsborg,0,1,0,0,0.9111111111111111
2014-11-01,Atvidabergs,Malmo FF,Atvidabergs FF,Malmö FF,2,1,1,1,0.9583333333333333
2014-10-26,Norrkoping,Orebro,IFK Norrköping,Orebro SK,2,0,1,0,0.8633540372670807
2014-10-26,AIK,Atvidabergs,AIK,Atvidabergs FF,4,1,3,0,0.9583333333333333
2014-10-25,Hacken,Gefle,BK Häcken,Gefle IF,3,1,2,0,0.8452380952380952
2014-10-19,Goteborg,Hacken,IFK Göteborg,BK Häcken,3,2,0,1,0.849624060150376
2014-10-19,Gefle,Norrkoping,Gefle IF,IFK Norrköping,1,2,0,2,0.8514492753623188
2014-10-19,Brommapojkarna,AIK,IF Brommapojkarna,AIK,0,4,0,1,0.9666666666666667
2014-10-18,Malmo FF,Elfsborg,Malmö FF,IF Elfsborg,1,2,1,0,0.9444444444444444
2014-10-18,Kalmar,Halmstad,Kalmar FF,Halmstad,1,3,0,1,0.9285714285714286
2014-10-18,Atvidabergs,Mjallby,Atvidabergs FF,Mjallby,2,1,2,1,0.9583333333333333
2014-10-05,Orebro,Elfsborg,Orebro SK,IF Elfsborg,5,1,2,0,0.873015873015873
2014-10-05,Norrkoping,Goteborg,IFK Norrköping,IFK Göteborg,3,0,2,0,0.8558352402745995
2014-10-05,Hacken,Falkenbergs,BK Häcken,Falkenbergs FF,1,2,0,2,0.8869047619047619
2014-10-05,AIK,Malmo FF,AIK,Malmö FF,2,3,0,1,1.0
2014-10-04,Mjallby,Brommapojkarna,Mjallby,IF Brommapojkarna,0,1,0,0,0.9666666666666667
2014-10-04,Djurgarden,Gefle,Djurgården,Gefle IF,1,2,0,1,0.9166666666666667
2014-09-28,Kalmar,Hacken,Kalmar FF,BK Häcken,2,3,1,2,0.8571428571428571
2014-09-28,Falkenbergs,Norrkoping,Falkenbergs FF,IFK Norrköping,4,2,2,0,0.8931159420289855
2014-09-28,Elfsborg,AIK,IF Elfsborg,AIK,1,1,0,0,0.9444444444444444
2014-09-27,Malmo FF,Mjallby,Malmö FF,Mjallby,4,1,1,1,1.0
2014-09-21,Mjallby,Elfsborg,Mjallby,IF Elfsborg,1,0,1,0,0.9444444444444444
2014-09-21,Malmo FF,Helsingborg,Malmö FF,Helsingborg,1,1,0,0,1.0
2014-09-21,Kalmar,Djurgarden,Kalmar FF,Djurgården,0,4,0,1,0.9285714285714286
2014-09-21,AIK,Halmstad,AIK,Halmstad,0,1,0,1,1.0
2014-09-20,Falkenbergs,Orebro,Falkenbergs FF,Orebro SK,1,3,0,1,0.8869047619047619
2014-09-20,Brommapojkarna,Hacken,IF Brommapojkarna,BK Häcken,1,5,1,1,0.8952380952380952
2014-09-14,Halmstad,Mjallby,Halmstad,Mjallby,1,2,1,2,1.0
2014-09-14,Gefle,Falkenbergs,Gefle IF,Falkenbergs FF,3,1,0,1,0.875
2014-09-14,Elfsborg,Goteborg,IF Elfsborg,IFK Göteborg,0,0,0,0,0.8654970760233918
2014-09-14,Djurgarden,Atvidabergs,Djurgården,Atvidabergs FF,0,1,0,1,0.9583333333333333
2014-09-13,Hacken,Malmo FF,BK Häcken,Malmö FF,3,3,3,1,0.9285714285714286
2014-08-31,Norrkoping,AIK,IFK Norrköping,AIK,2,4,0,1,0.9347826086956521
2014-08-31,Goteborg,Kalmar,IFK Göteborg,Kalmar FF,2,0,1,0,0.849624060150376
2014-08-31,Elfsborg,Falkenbergs,IF Elfsborg,Falkenbergs FF,1,0,0,0,0.9027777777777777
2014-08-31,Djurgarden,Malmo FF,Djurgården,Malmö FF,2,0,2,0,1.0
2014-08-30,Hacken,Mjallby,BK Häcken,Mjallby,1,1,0,1,0.9285714285714286
2014-08-30,Gefle,Atvidabergs,Gefle IF,Atvidabergs FF,0,1,0,0,0.875
2014-08-24,Halmstad,Elfsborg,Halmstad,IF Elfsborg,1,1,0,1,0.9444444444444444
2014-08-24,Falkenbergs,Goteborg,Falkenbergs FF,IFK Göteborg,1,2,0,1,0.8793859649122806
2014-08-24,AIK,Hacken,AIK,BK Häcken,1,0,1,0,0.9285714285714286
2014-08-23,Malmo FF,Norrkoping,Malmö FF,IFK Norrköping,3,0,0,0,0.9347826086956521
2014-08-17,Orebro,AIK,Orebro SK,AIK,4,2,3,1,0.9285714285714286
2014-08-17,Goteborg,Brommapojkarna,IFK Göteborg,IF Brommapojkarna,3,0,1,0,0.887719298245614
2014-08-17,Falkenbergs,Atvidabergs,Falkenbergs FF,Atvidabergs FF,3,0,2,0,0.9166666666666666
2014-08-17,Elfsborg,Kalmar,IF Elfsborg,Kalmar FF,2,0,1,0,0.873015873015873
2014-08-16,Gefle,Malmo FF,Gefle IF,Malmö FF,0,0,0,0,0.9166666666666667
2014-08-10,Malmo FF,Goteborg,Malmö FF,IFK Göteborg,2,2,1,0,0.9210526315789473
2014-08-10,Helsingborg,Norrkoping,Helsingborg,IFK Norrköping,0,0,0,0,0.9347826086956521
2014-08-10,Halmstad,Djurgarden,Halmstad,Djurgården,2,1,2,1,1.0
2014-08-10,Brommapojkarna,Falkenbergs,IF Brommapojkarna,Falkenbergs FF,2,3,1,1,0.925
2014-08-10,AIK,Gefle,AIK,Gefle IF,3,1,0,0,0.9166666666666667
2014-08-09,Mjallby,Orebro,Mjallby,Orebro SK,0,1,0,0,0.9285714285714286
2014-08-09,Atvidabergs,Kalmar,Atvidabergs FF,Kalmar FF,3,1,1,0,0.8869047619047619
2014-08-03,Kalmar,Brommapojkarna,Kalmar FF,IF Brommapojkarna,1,1,1,0,0.8952380952380952
2014-08-03,Elfsborg,Atvidabergs,IF Elfsborg,Atvidabergs FF,1,0,1,0,0.9027777777777777
2014-08-02,Orebro,Halmstad,Orebro SK,Halmstad,1,2,1,0,0.9285714285714286
2014-08-02,Norrkoping,Hacken,IFK Norrköping,BK Häcken,0,0,0,0,0.8633540372670807
2014-08-02,Falkenbergs,Malmo FF,Falkenbergs FF,Malmö FF,2,5,1,2,0.9583333333333333
2014-07-27,Mjallby,Goteborg,Mjallby,IFK Göteborg,3,0,1,0,0.9210526315789473
2014-07-27,Helsingborg,Orebro,Helsingborg,Orebro SK,1,1,1,0,0.9285714285714286
2014-07-27,Elfsborg,Norrkoping,IF Elfsborg,IFK Norrköping,3,0,1,0,0.8792270531400965
2014-07-27,Brommapojkarna,Atvidabergs,IF Brommapojkarna,Atvidabergs FF,2,2,2,1,0.925
2014-07-26,Malmo FF,Kalmar,Malmö FF,Kalmar FF,3,1,0,1,0.9285714285714286
2014-07-20,Orebro,Helsingborg,Orebro SK,Helsingborg,1,1,0,1,0.9285714285714286
2014-07-20,Norrkoping,Elfsborg,IFK Norrköping,IF Elfsborg,4,2,2,1,0.8792270531400965
2014-07-20,Goteborg,Mjallby,IFK Göteborg,Mjallby,3,1,1,0,0.9210526315789473
2014-07-20,Falkenbergs,AIK,Falkenbergs FF,AIK,4,1,1,0,0.9583333333333333
2014-07-20,Atvidabergs,Brommapojkarna,Atvidabergs FF,IF Brommapojkarna,3,2,2,0,0.925
2014-07-19,Kalmar,Malmo FF,Kalmar FF,Malmö FF,1,1,1,1,0.9285714285714286
2014-07-19,Gefle,Halmstad,Gefle IF,Halmstad,2,0,1,0,0.9166666666666667
2014-07-13,Helsingborg,Gefle,Helsingborg,Gefle IF,1,1,0,0,0.9166666666666667
2014-07-13,Halmstad,Goteborg,Halmstad,IFK Göteborg,2,2,0,0,0.9210526315789473
2014-07-13,Elfsborg,Brommapojkarna,IF Elfsborg,IF Brommapojkarna,2,2,0,0,0.9111111111111111
2014-07-12,Mjallby,Falkenbergs,Mjallby,Falkenbergs FF,1,1,1,0,0.9583333333333333
2014-07-12,Malmo FF,Atvidabergs,Malmö FF,Atvidabergs FF,3,0,2,0,0.9583333333333333
2014-07-12,AIK,Kalmar,AIK,Kalmar FF,3,0,1,0,0.9285714285714286
2014-07-06,Orebro,Norrkoping,Orebro SK,IFK Norrköping,2,2,2,1,0.8633540372670807
2014-07-06,Goteborg,Helsingborg,IFK Göteborg,Helsingborg,6,2,4,1,0.9210526315789473
2014-07-06,Brommapojkarna,Malmo FF,IF Brommapojkarna,Malmö FF,1,1,1,1,0.9666666666666667
2014-07-05,Kalmar,Mjallby,Kalmar FF,Mjallby,2,1,1,1,0.9285714285714286
2014-07-05,Gefle,Hacken,Gefle IF,BK Häcken,1,0,0,0,0.8452380952380952
2014-07-05,Falkenbergs,Halmstad,Falkenbergs FF,Halmstad,1,1,0,0,0.9583333333333333
2014-06-01,Helsingborg,Falkenbergs,Helsingborg,Falkenbergs FF,1,0,1,0,0.9583333333333333
2014-06-01,Elfsborg,Malmo FF,IF Elfsborg,Malmö FF,0,1,0,1,0.9444444444444444
2014-05-31,Mjallby,Atvidabergs,Mjallby,Atvidabergs FF,1,0,0,0,0.9583333333333333
2014-05-31,Halmstad,Kalmar,Halmstad,Kalmar FF,1,1,0,0,0.9285714285714286
2014-05-25,Kalmar,Helsingborg,Kalmar FF,Helsingborg,2,0,1,0,0.9285714285714286
2014-05-25,Goteborg,Norrkoping,IFK Göteborg,IFK Norrköping,2,2,2,1,0.8558352402745995
2014-05-24,Falkenbergs,Hacken,Falkenbergs FF,BK Häcken,1,1,0,1,0.8869047619047619
2014-05-24,Elfsborg,Orebro,IF Elfsborg,Orebro SK,1,0,1,0,0.873015873015873
2014-05-24,Atvidabergs,Halmstad,Atvidabergs FF,Halmstad,1,0,1,0,0.9583333333333333
2014-05-11,Goteborg,Orebro,IFK Göteborg,Orebro SK,2,1,1,1,0.849624060150376
2014-05-11,Gefle,Elfsborg,Gefle IF,IF Elfsborg,0,1,0,0,0.8611111111111112
